,lat,lng,z_score_lat,z_score_lng
104,28.53675,77.11408,0.39448525476492546,0.47955020447502467
105,28.53656,77.11371,0.3901450185254545,0.4657116149841404
106,28.53643,77.11348,0.38717538320365996,0.4571092485438753
107,28.53626,77.11316,0.38329201393674783,0.44514073871396437
108,28.53606,77.11276,0.3787233442109975,0.43018010142670865
109,28.53523,77.11113,0.3597633648490768,0.3692155044813142
110,28.53498,77.11065,0.3540525276919294,0.35126273973671357
111,28.53466,77.11003,0.34674265613066396,0.32807375194096217
112,28.53438,77.10948,0.34034651851459724,0.30750287567131773
113,28.53411,77.109,0.33417881438480995,0.2895501109261856
114,28.53368,77.1081,0.32435617447447107,0.2558886770297273
115,28.53333,77.10741,0.3163610024543674,0.23008157770946355
116,28.53305,77.10686,0.30996486483830066,0.20951070143928757
117,28.53271,77.10628,0.30219812630455756,0.18781777737274014
118,28.53213,77.10553,0.28894898409978415,0.15976658245920203
119,28.53161,77.10505,0.27707044281284954,0.14181381771460144
120,28.53098,77.10461,0.2626791331766791,0.12535711669814173
121,28.53048,77.10425,0.2512574588623033,0.1118925431395584
122,28.52998,77.10393,0.23983578454784626,0.099924033310179
123,28.52951,77.10361,0.2290994106923086,0.0879555234802681
124,28.52913,77.10335,0.22041893821336672,0.07823110924363158
125,28.52871,77.10306,0.21082473178930725,0.06738464721009212
126,28.52833,77.1028,0.20214425931036537,0.0576602329734556
127,28.52791,77.10251,0.19255005288622473,0.04681377093991613
128,28.52755,77.10226,0.1843264473799228,0.0374633726355806
129,28.52278,77.09905,0.07536367442050934,-0.08259574159476644
